full_name,external_id,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
Sydney Kamlager-Dove,,healthcare,1,"Cosponsored H.R. 3069 (119th Congress) to establish Medicare for All. Previously coauthored AB 1400, California's single-payer Guaranteed Health Care for All bill, as a state senator. Her campaign website lists ""Health care for all"" as a core priority.",https://www.congress.gov/congressional-record/congressional-record-index/119th-congress/1st-session/kamlager-dove-sydney-a-representative-from-california/1964883,https://sydneykamlager.com/accomplishments/,https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-statement-congressional-republicans-failure-protect-health-care
Sydney Kamlager-Dove,,abortion,1,"Former Planned Parenthood Los Angeles board member. Cosponsored H.R. 12 (Women's Health Protection Act), H.R. 4611 (affordable abortion coverage), H.R. 4099 (prohibit state interference with interstate abortion services), and H.R. 2029 (protect medication abortions) in the 119th Congress.",https://www.congress.gov/congressional-record/congressional-record-index/119th-congress/1st-session/kamlager-dove-sydney-a-representative-from-california/1964883,https://sydneykamlager.com/accomplishments/,https://justfacts.votesmart.org/candidate/political-courage-test/178079/sydney-kamlager-dove
Sydney Kamlager-Dove,,tariffs,2,"Criticized Trump's broad tariffs on India as ""incredibly unfortunate"" (October 2025 IANS interview) and called the administration's trade approach ""reckless"" on the House floor (September 2025). Co-led a letter with 18 Democrats urging Trump to ""reset and repair"" trade relationships. Favors strategic trade engagement over broad tariffs.",https://www.newkerala.com/news/o/trumps-tariffs-india-incredibly-unfortunate-says-congresswoman-kamlager-dove-852,https://www.awazthevoice.in/world-news/us-rep-kamlager-dove-warns-amid-rising-tariff-visa-tensions-45191.html,https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-holds-first-hearing-top-democrat-house-foreign-affairs
Sydney Kamlager-Dove,,taxes,1,"Congressional Progressive Caucus member who celebrated the Inflation Reduction Act for ""raising taxes on the wealthy and corporations."" Criticized the Republican One Big Beautiful Bill for giving ""a tax break to billionaires like Elon Musk."" Consistently opposes Republican tax cuts for the wealthy and supports IRS enforcement against wealthy tax cheats.",https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-celebrates-one-year-anniversary-inflation-reduction-act,https://kamlager-dove.house.gov/about/committees-and-caucuses,
Sydney Kamlager-Dove,,same-sex-marriage,1,"Member of the Congressional Equality Caucus. Cosponsored the PRIDE Act of 2025 (H.R. 4163) to ensure same-sex couples receive full tax benefits. In June 2023 statement on 303 Creative LLC v. Elenis, called for enacting the Equality Act and referenced the Respect for Marriage Act. Supported California's ballot measure enshrining marriage equality.",https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-statement-supreme-court-decision-restrict-equality-lgbtq,https://chu.house.gov/media-center/press-releases/12th-anniversary-windsor-decision-reps-chu-and-balint-introduce-pride,https://lalgbtcenter.org/vanguard/we-will-get-through-this-rep-kamlager-dove-energizes-center-community-in-post-election-gathering/
Sydney Kamlager-Dove,,religious-freedom,1,"In June 2023, criticized the 303 Creative LLC v. Elenis ruling allowing religious-based refusal of service to LGBTQ+ individuals, saying the Court ""fanned the flames of hate, division, and bigotry."" Called for enacting the
Equality Act, which prohibits discrimination based on sexual orientation and gender identity without broad religious exemptions.",https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-statement-supreme-court-decision-restrict-equality-lgbtq,https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-statement-pride-month,
Sydney Kamlager-Dove,,trans-athletes,1,"Congressional Equality Caucus member who has consistently opposed ""extremist legislation determined to roll back protections and threaten the safety and security of LGBTQ+ individuals"" (June 2023 Pride statement). Calls for enacting the Equality Act extending civil rights protections to gender identity. Pattern of strong LGBTQ+ advocacy supports this position.",https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-statement-pride-month,https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-statement-supreme-court-decision-restrict-equality-lgbtq,
Sydney Kamlager-Dove,,ukraine-support,2,"Cosponsored H.Res. 155 (119th Congress) reaffirming support for Ukraine's sovereignty. On MSNBC (late 2023), stated U.S. ""national security is also dependent upon our ability and willingness to continue to support our allies."" Voted for H.R. 8038 (21st Century Peace through
Strength Act, April 2024) which included Ukraine assistance.",https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-discusses-urgent-need-ukraine-aid-msnbcs-american-voices-alicia,https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-discusses-ukraine-nato-and-supreme-court-ethics-msnbcs-symone,https://www.govtrack.us/congress/members/sydney_kamlager_dove/456884
Sydney Kamlager-Dove,,medicare,1,"Cosponsored H.R. 3069 (119th Congress) to establish Medicare for All.
In California, coauthored AB 1400 for single-payer healthcare. Voted against a 2025 continuing resolution citing 58000 constituents at risk of losing Medicaid/Medicare/ACA coverage. Also cosponsored H.R. 4796 to repeal prohibition on certain Medicaid payments.",https://www.congress.gov/congressional-record/congressional-record-index/119th-congress/1st-session/kamlager-dove-sydney-a-representative-from-california/1964883,https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-statement-congressional-republicans-failure-protect-health-care,https://sydneykamlager.com/accomplishments/
Sydney Kamlager-Dove,,fossil-fuels,2,"Campaign website lists ""A Green New Deal and immediate climate action"" as a priority. Received 100% Sierra Club score (2020) as a CA Assemblymember. Celebrated the Inflation Reduction Act's clean energy investments. Coauthored the Plastic Pollution Reduction Act (SB 54/AB 1080) in California. Green New Deal framework envisions stopping new fossil fuel permits.",https://sydneykamlager.com/accomplishments/,https://www.lcv.org/moc/sydney-kamlager-dove/,https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-celebrates-one-year-anniversary-inflation-reduction-act
Sydney Kamlager-Dove,,voting-rights,2,"Cosponsored H.R. 14, the John R. Lewis Voting Rights Advancement Act (2025). Campaign lists ""Expanding voting rights"" as a top priority. Received an ""A"" from End Citizens United/Let America Vote.
In California, advocated for restoring voting rights to parolees.",https://www.congress.gov/bill/119th-congress/house-bill/14/text,https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-fierce-advocate-electoral-reform-garners-rating-end-citizens,https://sydneykamlager.com/accomplishments/
Sydney Kamlager-Dove,,deportation,2,"Introduced the LINE Act (H.R. 5319, Limiting ICE's National Encroachment Act) to block federal agencies from sharing personal data with ICE/DHS for immigration enforcement. Stated ""fear of immigration enforcement should not stop people from seeking healthcare or housing."" Advocates for immigrant protections and pathways to citizenship rather than mass deportation.",https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-vargas-lead-federal-effort-block-immigrants-personal-data-being,https://justfacts.votesmart.org/candidate/political-courage-test/178079/sydney-kamlager-dove,
Sydney Kamlager-Dove,,social-security,2,"Cosponsored H.R. 4734 (119th Congress) to protect Social Security benefits and ensure continued effective SSA operation. Stated she will ""continue to advance legislation that protects Social Security to ensure our seniors can retire with dignity."" Opposed Republican proposals that would cut Social Security to fund tax breaks for billionaires.",https://justfacts.votesmart.org/candidate/political-courage-test/178079/sydney-kamlager-dove,https://www.congress.gov/congressional-record/congressional-record-index/119th-congress/1st-session/kamlager-dove-sydney-a-representative-from-california/1964883,
Sydney Kamlager-Dove,,ai-regulation,4,"Sits on the Judiciary Committee's subcommittee on Courts,
Intellectual Property,
Artificial Intelligence, and the Internet. As a Congressional Progressive Caucus member, aligns with stronger government oversight of technology. Limited direct AI regulation bills found, but committee position and caucus alignment indicate support for close monitoring and government approval processes.",https://kamlager-dove.house.gov/about/committees-and-caucuses,https://www.newkerala.com/news/o/trumps-tariffs-india-incredibly-unfortunate-says-congresswoman-kamlager-dove-852,
Sydney Kamlager-Dove,,climate-change,2,"Campaign lists ""A Green New Deal and immediate climate action"" as a priority, envisioning rapid renewable energy transition. Celebrated the Inflation Reduction Act as ""largest-ever federal investment in tackling the existential threat of climate change."" Received 100% Sierra Club scorecard (2020) and strong LCV marks. Opposed Republican efforts to roll back clean energy incentives.",https://sydneykamlager.com/accomplishments/,https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-celebrates-one-year-anniversary-inflation-reduction-act,https://www.lcv.org/moc/sydney-kamlager-dove/
Sydney Kamlager-Dove,,civil-rights,1,"Cosponsored H.R. 40 (118th Congress), the Commission to Study and Develop Reparation Proposals for African Americans. Co-authored the CROWN Act (SB 188, 2019) prohibiting hair-based racial discrimination.
As CBC Whip, champions justice and equity for Black Americans. Authored the California Abolition Act to end slavery language in the state penal code.",https://www.congress.gov/bill/118th-congress/house-bill/40/text,https://en.wikipedia.org/wiki/Sydney_Kamlager-Dove,https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-elected-whip-congressional-black-caucus-119th-congress
Sydney Kamlager-Dove,,housing,2,"Lists ""Innovative investment in housing"" as a campaign priority. Secured $6.4M for affordable housing projects in CA-37 through FY2024 and delivered $1.6M to Butterfly's Haven for youth housing. Hosted roundtables with HUD on increasing affordable housing development and described housing as ""a moral obligation.""",https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-convenes-government-agencies-housing-developers-and-faith,https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-delivers-16-million-butterflys-haven-increase-housing-and,https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-secures-500k-permanent-supportive-housing-site-west-la
Sydney Kamlager-Dove,,campaign-finance,2,"Received an ""A"" rating from End Citizens United/Let America Vote Action Fund. Stated she is ""committed to ending the dominance of big money in politics, safeguarding our election system, and protecting the freedom to vote."" Cosponsored H.R. 4910 (Democracy Advancement and Innovation Act).",https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-fierce-advocate-electoral-reform-garners-rating-end-citizens,https://progressivevotersguide.com/california/2024/general/sydney-kamlager?language_content_entity=en,
Sydney Kamlager-Dove,,immigration,2,"Introduced the LINE Act to protect immigrant data from ICE enforcement. Advocated for ""a more humanitarian approach that gives our immigrant population the opportunity to pursue citizenship."" Criticized H-1B visa restrictions as hurting the United States. Opposed family detention at the border and supported expanded legal immigration pathways.",https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-vargas-lead-federal-effort-block-immigrants-personal-data-being,https://www.newkerala.com/news/o/trumps-tariffs-india-incredibly-unfortunate-says-congresswoman-kamlager-dove-852,https://justfacts.votesmart.org/candidate/political-courage-test/178079/sydney-kamlager-dove
Sydney Kamlager-Dove,,misinformation,2,"In April 2025 Foreign Affairs subcommittee remarks, expressed concern about accurate information flows while criticizing both government censorship of federal employees and disinformation threats. Her ""A"" rating from End Citizens United and strong democracy-reform stance aligns with support for transparency requirements and platform accountability measures.",https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-holds-first-hearing-top-democrat-house-foreign-affairs,https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-fierce-advocate-electoral-reform-garners-rating-end-citizens,
Sydney Kamlager-Dove,,redistricting,1,"Cosponsored H.R. 4910 (Democracy Advancement and Innovation Act) supporting democratic process reforms. Received an ""A"" from End Citizens United/Let America Vote. Represents California, which already uses an independent citizens' redistricting commission. Strong voting rights advocacy and John Lewis VRA cosponsorship support independent commission model.",https://kamlager-dove.house.gov/media/press-releases/kamlager-dove-fierce-advocate-electoral-reform-garners-rating-end-citizens,https://www.congress.gov/congressional-record/congressional-record-index/119th-congress/1st-session/kamlager-dove-sydney-a-representative-from-california/1964883,https://www.congress.gov/bill/119th-congress/house-bill/14/text
Ted Lieu,,healthcare,1,"Cosponsored the Medicare for All Act of 2019 (H.R. 1384), a single-payer bill. Stated ""Quality, affordable healthcare is a right, not a privilege."" In 2025, voted NO on Trump's reconciliation bill citing cuts to Medicare and Medicaid.",https://www.congress.gov/bill/116th-congress/house-bill/1384/text,https://lieu.house.gov/media-center/press-releases/rep-lieu-voted-no-trump-bill-cut-medicare-and-medicaid,https://www.ontheissues.org/CA/Ted_Lieu_Health_Care.htm
Ted Lieu,,abortion,1,"Holds 100% ratings from NARAL Pro-Choice America and Planned Parenthood. Voted for the Women's Health Protection Act (H.R. 8296, 2022) and Ensuring Access to Abortion Act (H.R. 8297). Sponsored the Reproductive Data Privacy and Protection Act (H.R. 7841, March 2024) and strongly opposed the Dobbs decision.",https://en.wikipedia.org/wiki/Ted_Lieu,https://justfacts.votesmart.org/candidate/political-courage-test/1516/ted-lieu,https://www.congress.gov/member/ted-lieu/L000582
Ted Lieu,,tariffs,2,"Strong critic of Trump's sweeping tariffs. Voted to suspend normal trade relations with Russia and Belarus (H.R. 7108), showing support for targeted punitive trade measures. Generally favors multilateral trade agreements with environmental and labor standards rather than broad protectionist tariffs.",https://justfacts.votesmart.org/candidate/political-courage-test/1516/ted-lieu,https://www.govtrack.us/congress/members/ted_lieu/412616,
Ted Lieu,,taxes,1,"Congressional Progressive Caucus member who voted against the 2017 Tax Cuts and Jobs Act and the 2025
One Big Beautiful Bill, characterizing it as providing tax breaks for the wealthy while cutting healthcare. Supported the Inflation Reduction Act's corporate minimum tax. Holds a 97-100% lifetime AFL-CIO score.",https://lieu.house.gov/media-center/press-releases/rep-lieu-voted-no-trump-bill-cut-medicare-and-medicaid,https://aflcio.org/scorecard/legislators/ted-lieu,https://en.wikipedia.org/wiki/Ted_Lieu
Ted Lieu,,same-sex-marriage,1,"Voted for the Respect for Marriage Act (December 2022), calling it ""landmark legislation to ensure marriage equality for all."" Authored California's first-in-the-nation conversion therapy ban for minors (signed 2012). Consistently receives 100% ratings from LGBTQ advocacy organizations.",https://lieu.house.gov/media-center/press-releases/rep-lieu-praises-passage-marriage-equality-law,https://en.wikipedia.org/wiki/Ted_Lieu,
Ted Lieu,,religious-freedom,1,"Authored California's conversion therapy ban despite religious objections. Supports the Equality Act prohibiting discrimination based on sexual orientation and gender identity without broad religious exemptions. Cosponsored H.Res.1058 (119th Congress) recognizing the duty to codify transgender rights. Consistently prioritizes civil rights over religious exemptions.",https://en.wikipedia.org/wiki/Ted_Lieu,https://www.congress.gov/member/ted-lieu/L000582,https://justfacts.votesmart.org/candidate/political-courage-test/1516/ted-lieu
Ted Lieu,,trans-athletes,1,"Cosponsored H.Res.1058 (119th Congress, Feb 2026), a resolution recognizing the duty to develop a Transgender Bill of Rights. Authored California's conversion therapy ban and consistently opposes anti-trans legislation. His 100% rating from LGBTQ organizations reflects support for transgender inclusion including in athletics.",https://www.congress.gov/member/ted-lieu/L000582,https://en.wikipedia.org/wiki/Ted_Lieu,
Ted Lieu,,ukraine-support,2,"Voted for all three military aid supplemental packages for Ukraine in April 2024. Voted for the Ukraine Security Assistance and Oversight Supplemental Appropriations Act (H.R. 5692) and to suspend trade relations with Russia (H.R. 7108). As a former Air Force colonel and Foreign Affairs Committee member, consistently supports continued military and economic aid.",https://justfacts.votesmart.org/candidate/political-courage-test/1516/ted-lieu,https://en.wikipedia.org/wiki/Ted_Lieu,https://www.govtrack.us/congress/members/ted_lieu/412616
Ted Lieu,,medicare,1,"Cosponsored the Medicare for All Act of 2019 (H.R. 1384) to expand Medicare to cover all Americans. Opposes Medicare privatization. In 2025, voted NO on Trump's reconciliation bill specifically citing it would ""cut Medicare and Medicaid."" Strongly criticized Republican efforts to reduce Medicaid eligibility.",https://www.congress.gov/bill/116th-congress/house-bill/1384/text,https://lieu.house.gov/media-center/press-releases/rep-lieu-voted-no-trump-bill-cut-medicare-and-medicaid,https://www.ontheissues.org/CA/Ted_Lieu_Health_Care.htm
Ted Lieu,,fossil-fuels,2,"Introduced the Climate Solutions Act to model national emissions reduction after California. Sponsored the Increasing Penalties for Offshore Polluters Act (H.R. 5373, Sept 2023). Opposes offshore drilling and voted against the Lower Energy Costs Act (H.R. 1, 118th Congress) which expanded fossil fuel permitting. Near-perfect LCV score.",https://www.congress.gov/member/ted-lieu/L000582,https://www.lcv.org/moc/ted-lieu/,https://justfacts.votesmart.org/candidate/political-courage-test/1516/ted-lieu
Ted Lieu,,voting-rights,1,"Voted for H.R. 1 (For the People Act) which includes automatic voter registration, online voter registration, and expanded early/mail voting. Voted for H.R. 4 (John R. Lewis Voting Rights Advancement Act, 2021) and H.R. 5746 (Freedom to Vote: John R. Lewis Act). Advocates ending dark money and partisan gerrymandering.",https://justfacts.votesmart.org/candidate/political-courage-test/1516/ted-lieu,https://en.wikipedia.org/wiki/For_the_People_Act,
Ted Lieu,,deportation,2,"Called for ICE and CBP to ""stand down"" interior operations. Cosponsored the Southeast Asian Deportation Relief Act (H.R. 7608, Feb 2026) and introduced the Citizenship for Essential Workers Act. Supports DACA and pathways for long-term residents while opposing mass deportation policies.",https://lieu.house.gov/issues/immigration,https://www.congress.gov/member/ted-lieu/L000582,https://justfacts.votesmart.org/candidate/political-courage-test/1516/ted-lieu
Ted Lieu,,social-security,2,"Congressional Progressive Caucus member with 97-100% AFL-CIO score who consistently opposes cuts to Social Security. Voted against the Limit, Save, Grow Act (H.R. 2811, 2023) which included spending caps potentially affecting Social Security. Opposes privatization and supports raising taxes on higher earners to fund the program.",https://aflcio.org/scorecard/legislators/ted-lieu,https://ballotpedia.org/Ted_Lieu,https://www.govtrack.us/congress/members/ted_lieu/412616
Ted Lieu,,ai-regulation,4,"Congress's leading voice on AI regulation. Co-chaired the bipartisan House AI Task Force. Introduced the National AI Commission Act (2023), the Block Nuclear Launch by Autonomous AI Act (2023), the AI Fraud Deterrence Act (H.R. 10125, Nov 2024), and the Federal AI Risk Management Act. At a TEDx talk, called it ""insane"" not to regulate AI and stated ""you always have to have a human in a loop.""",https://lieu.house.gov/issue/artificial-intelligence,https://lieu.house.gov/media-center/press-releases/reps-lieu-buck-eshoo-and-sen-schatz-introduce-bipartisan-bicameral-bill,https://lieu.house.gov/media-center/press-releases/rep-lieu-tedx-talk-congress-must-regulate-ai-now
